Etiquetas de fila;aceite;agua;arroz;azucar;bebida;cafe;carne;Categorias;celular;cereal;chocolate;cocina;condimento;conserva;construccion;detergente;dulce;embutido;fideo;fiesta;fruta;helado;higiene;jugo;lacteo;legumbre;licor;limpieza;marisco;mascota;otros;pan;papel higienico;pollo;postre;preservativo;promocion;pure;roceador;sacarina;sal;salsa;servicio;snack;sopa;te;utiles;verdura;vessi;vestuario;vinagre;yogurt
166071;0;0;0;0;0.003067485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027131783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
170760;0;0.014851485;0;0;0.018404908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023255814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
170761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007751938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
389157;0;0;0;0;0;0;0;0;0;0;0;0;0.042253521;0.125;0;0;0;0;0;0;0;0;0;0.019379845;0;0.066666667;0;0;0;0;0.014925373;0;0;0;0.035714286;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0.047619048;0;0;0;0
389162;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0.125;0;0;0;0;0;0;0;0;0;0.003875969;0;0.022222222;0;0;0;0;0.014925373;0;0;0;0.035714286;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0.047619048;0;0;0;0
391705;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003875969;0.032258065;0;0;0;0;0;0.014925373;0;0;0;0.035714286;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
393713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003875969;0;0;0;0;0;0;0.014925373;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0.023809524;0;0;0;0
396257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011627907;0;0.022222222;0;0;0;0;0.014925373;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
398076;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003875969;0;0;0;0;0;0;0.014925373;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0.023809524;0;0;0;0
415411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
432132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
434423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0.088888889;0;0.021276596;0.111111111;0;0;0;0;0;0;0;0;0;0;0;0;0.058823529;0;0;0;0;0;0;0;0;0;0
655100;0;0;0;0;0.003067485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
655221;0;0;0;0;0.018404908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015503876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
655428;0;0.00990099;0;0;0.003067485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
790540;0;0.014851485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
793551;0;0.00990099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
794930;0;0.00990099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
830503;0;0.004950495;0;0.2;0;0;0;0;0;0.076923077;0;0;0.028169014;0;0;0;0;0;0;0;0;0;0.011904762;0;0.064516129;0;0;0;0.222222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0;0;0;0;0.090909091
830700;0;0;0;0;0;0.027027027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.222222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
830781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.047619048;0;0.032258065;0.022222222;0;0;0;0.058823529;0;0;0;0;0;0;0;0;0;0;0;0.058823529;0;0;0;0;0;0.023809524;0;0;0;0
830887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.021276596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
831300;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.047619048;0;0;0;0
831402;0;0;0;0;0;0.027027027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011904762;0;0;0;0;0;0.111111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1003219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0;0;0.021276596;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
1547128;0;0;0.142857143;0.2;0.012269939;0.108108108;0;0;0;0.076923077;0.073170732;0;0.042253521;0;0;0;0;0;0;0.25;0;0.012738854;0;0.011627907;0.258064516;0.022222222;0;0.063829787;0.222222222;0;0.029850746;0;0;0;0;0;0;0;0;0;0;0.058823529;0.00952381;0.030042918;0;0;0;0.023809524;0;0;0;0.060606061
1559117;0.25;0;0.142857143;0;0.006134969;0.054054054;0;0;0;0.076923077;0.12195122;0.111111111;0.098591549;0;0.03030303;0;0;0;0;0;0;0.006369427;0.011904762;0;0.032258065;0.022222222;0;0.063829787;0;0;0.074626866;0;0;0;0.107142857;0;0;0;0;0;0;0.058823529;0;0.025751073;0;0;0;0.023809524;0;0;1;0.242424242
1559118;0;0;0;0;0.006134969;0;0;0;0;0;0;0.111111111;0;0;0;0;0;0;0;0.125;0;0;0;0.003875969;0.032258065;0;0;0;0;0;0.029850746;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0
1570217;0;0.00990099;0;0.2;0.006134969;0.027027027;0;0;0;0.115384615;0.146341463;0;0.042253521;0;0;0;0;0;0.071428571;0.25;0.037037037;0;0;0.019379845;0.096774194;0;0;0.021276596;0;0.088235294;0.089552239;0;0;0;0;0;0;0;0;0.5;0.5;0.117647059;0;0.019313305;0.111111111;0;0;0.023809524;0;0;0;0.151515152
1570218;0;0;0.142857143;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014925373;0;0;0;0;0;0;0;0;0;0;0;0;0.008583691;0;0;0;0;0;0;0;0
1588472;0;0;0.142857143;0;0;0;0;0;0;0.076923077;0.195121951;0;0.112676056;0;0;0;0;0;0.214285714;0.125;0;0;0.011904762;0.023255814;0.032258065;0;0;0.042553191;0;0;0.044776119;0;0;0;0.071428571;0;0;1;0;0;0;0.176470588;0;0.015021459;0.444444444;0;0.166666667;0;0;0;0;0.181818182
1588473;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0.014084507;0;0;0;0;0;0.071428571;0;0;0;0;0.007751938;0;0;0;0.021276596;0;0;0.014925373;0;0;0;0;0;0;0;0;0;0;0;0;0.006437768;0;0;0.166666667;0;0;0;0;0.03030303
1619035;0.25;0;0;0.2;0.006134969;0.081081081;0;0;0;0.153846154;0.12195122;0;0.070422535;0;0;0;0;0;0.071428571;0;0;0.006369427;0;0.003875969;0.096774194;0;0;0.042553191;0;0;0.014925373;0;0;0;0.107142857;0;0;0;0;0;0;0.117647059;0;0.045064378;0.111111111;0.25;0;0;0;0;0;0.03030303
1619036;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0;0;0;0;0.125;0;0;0;0.003875969;0.064516129;0;0;0;0;0;0.044776119;0;0;0;0;0;0;0;0;0;0;0;0;0.021459227;0;0;0;0;0;0;0;0
1644377;0;0;0;0;0;0;0;0;0;0;0.097560976;0;0;0;0;0;0;0;0;0;0;0;0;0.011627907;0;0;0;0;0;0.029411765;0;0;0;0;0.071428571;0;0;0;0;0;0;0;0;0.012875536;0;0;0;0;0;0;0;0
1651276;0;0;0;0;0;0;0;0;0;0;0.048780488;0;0;0;0;0;0;0;0;0;0;0;0;0.027131783;0;0;0;0;0;0.088235294;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010729614;0;0;0;0;0;0;0;0
1656764;0;0;0;0;0.003067485;0;0;0;0;0;0.024390244;0;0;0;0;0;0;0;0;0;0;0.006369427;0;0.031007752;0;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0;0;0;0;0;0;0.015021459;0;0;0;0;0;0;0;0
1658718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0;0;0.011627907;0;0;0;0;0;0.029411765;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012875536;0;0;0;0;0;0;0;0
1662967;0;0;0;0;0;0;0;0;0;0;0.048780488;0;0;0;0;0;0;0;0;0;0;0.006369427;0;0;0;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0;0;0;0;0;0;0.002145923;0;0;0;0;0;0;0;0
1666345;0;0;0.142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006369427;0;0.023255814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004291845;0;0;0;0;0;0;0;0
1668061;0;0;0;0;0;0;0;0;0;0;0.024390244;0;0;0;0;0;0;0;0.285714286;0;0;0;0;0.019379845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015021459;0;0;0;0;0;0;0;0
1671561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1671562;0;0;0;0;0.003067485;0;0;0;0;0.076923077;0.024390244;0;0;0.125;0;0;0;0;0;0;0;0.006369427;0;0.015503876;0;0;0;0;0;0;0.014925373;0;0;0;0.035714286;0;0;0;0;0;0;0;0;0.019313305;0;0;0;0;0;0;0;0
1700658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1730579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011904762;0;0;0;0;0.085106383;0;0;0.044776119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1730858;0;0;0;0;0;0;0;0;0;0;0;0.111111111;0;0;0.03030303;0;0;0;0;0;0;0;0;0;0;0;0;0.127659574;0;0;0.029850746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0;0;0
1747078;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1751974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.063829787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;0;0;0;0;0
1770025;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1789045;0;0;0;0;0;0;0;0;0;0;0;0.111111111;0;0;0;0;0;0;0;0;0;0;0.011904762;0;0;0;0;0.021276596;0;0;0.014925373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;0;0;0;0;0
2333190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.071428571;0;0;0.022222222;0;0.021276596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002145923;0;0;0;0;0;0;0;0
2346886;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0.666666667;0;0;0;0;0;0;0.023809524;0;0;0.044444444;0;0;0;0.058823529;0;0;0;0;0;0;0;0;0;0;0.5;0.058823529;0;0;0;0;0;0;0;0;0;0
2346887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2356952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2359690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.031007752;0;0.044444444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002145923;0;0;0;0;0;0;0;0
2369009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.060606061;0;0;0;0;0;0;0;0.011904762;0;0;0.022222222;0;0.042553191;0;0.058823529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2382035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2384171;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0.03030303;0;0;0;0;0;0;0;0.011904762;0;0;0.111111111;0;0.042553191;0;0.029411765;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002145923;0;0;0;0;0;0;0;0
2391897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.071428571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2397791;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0.333333333;0;0;0;0;0;0;0.047619048;0;0;0.022222222;0;0;0;0.029411765;0;0;0;0;0;0;0;0;0;0;0;0.058823529;0;0.002145923;0;0;0;0;0;0;0;0
2416086;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0;0;0;0;0;0;0;0.047619048;0;0;0;0;0.021276596;0;0.029411765;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006437768;0;0;0;0;0;0;0;0
2435667;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0;0;0;0;0;0;0;0.047619048;0;0;0.022222222;0;0;0;0.029411765;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002145923;0;0;0;0;0;0;0;0
2451220;0;0;0;0;0;0;0;0;0;0;0;0;0.028169014;0;0.060606061;0;0;0;0;0;0;0;0.011904762;0;0;0.044444444;0;0.085106383;0;0;0;0;0;0;0;1;0;0;0;0;0;0.117647059;0;0.002145923;0;0;0;0;0;0;0;0
2470987;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0;0;0.063829787;0;0.029411765;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002145923;0;0;0;0;0;0;0;0
2490367;0;0;0.142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0.044444444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002145923;0;0;0;0;0;0;0;0
2508399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0.088888889;0;0.021276596;0.111111111;0;0;0;0;0;0;0;0;0;0;0;0;0.058823529;0;0;0;0;0;0;0;0;0;0
2659737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019047619;0;0;0;0;0;0;0;0;0
4481084;0;0;0;0;0;0.081081081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4755032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006493506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5172506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.01910828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5199340;0;0;0;0;0;0;0;0;0;0;0;0;0.014084507;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
5214239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0.032258065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
5301371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.044585987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5320599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.01910828;0;0;0;0;0;0;0;0;0;0;0;0;0.071428571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5323032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01910828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5324608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.057324841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5328483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.057324841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5329735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.01910828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5330927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011904762;0;0.032258065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.058823529;0.00952381;0;0;0.125;0;0;0;0;0;0
5332066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.038216561;0;0;0;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5343497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011904762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
5354764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.044585987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5355987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.025477707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5356404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006369427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5357428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006369427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5357448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006369427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5357457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.044585987;0;0;0;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5358079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.025477707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5359082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.031847134;0;0;0;0;0;0;0;0;0;0;0;0;0.071428571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5359828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.038216561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5361472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.050955414;0;0;0;0;0;0;0;0;0;0;0;0;0.035714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5362017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.031847134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5362837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0;0;0;0;0;0;0.038216561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5363188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006369427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5363499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.031847134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5483286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0;0;0.021276596;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
5488009;0;0;0;0;0;0;0;0;0;0;0;0;0.028169014;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
5493621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023809524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0;0;0
